Project,Bug ID,Severity Label,Resolution Status,Short Description
Core,472502,normal,FIXED,"""ASSERTION: Missing a script blocker"" loading 400790-1.xul"
Core,464315,normal,FIXED,make Mac OS X cursor code 64-bit ready
Core,358159,normal,FIXED,stop using mac resource files (.rsrc) in widgets
Core,470914,normal,FIXED,add a __LOCATION__ field to the global object for files loaded on the commandline in xpcshell
Core,470963,normal,FIXED,stop copying build/pgo/certs to the objdir
Core,473721,normal,FIXED,operationLimit assertion failure on OS X
Core,473709,critical,FIXED,"""Assertion failure: cursor == (uint8 *)copy->messageArgs[0] + argsCopySize, at jsexn.c"""
Core,454704,critical,FIXED,"Crash [@ JS_HashTableRawLookup] with XPCSafeJSObjectWrapper, getter, toSource"
Core,470364,normal,FIXED,"Implementation of [[DefaultValue]] incorrectly calls valueOf, toString with an argument"
Core,461047,normal,FIXED,Replace nsStringArray with nsTArray<nsString>
Core,364188,minor,FIXED,param without object or applet containers breaks div containers
Core,471551,normal,FIXED,Remove mBaseVal and change mAnimVal to nsAutoPtr in new style SVG string
Core,472189,normal,FIXED,nsProgressMeterFrame causes ASSERTION: killing mutation events: 'nsContentUtils::IsSafeToRunScript()' when setting progressmetter's value
Core,472593,normal,FIXED,"""ASSERTION: Illegal value"" in nsJISx4501LineBreaker.cpp when removing tab characters"
Core,473452,normal,FIXED,Kill unused nsPrintdGTK
Core,473702,normal,FIXED,SVG SMIL: Implement SVGAnimationElement interface
Core,474257,normal,FIXED,SVG SMIL: Update beginElement & co. to return void
Core,468996,normal,FIXED,"SVG SMIL: Implement ""animateTransform"""
Core,473773,normal,FIXED,DocumentViewerImpl::InitPresentationStuff can reenter
Core,471126,normal,FIXED,leak content nodes (and sometimes dom windows) after clicking on nytimes.com articles
Core,473390,normal,FIXED,[FIX]Switch XUL/HTML/MathML/SVG frame construction to be more table-driven and eliminate IsSpecialContent
Core,474261,normal,FIXED,Test remaining implementations in nsHypertextAccessible::GetRole.
Core,474294,normal,FIXED,Support aria-expanded on more roles
Core,459443,normal,FIXED,Scripts are disabled when navigating away from designMode document
Core,470461,normal,FIXED,[FIX]Create frames for XBL that's security-blocked (1.8 branch only).
Core,474041,normal,FIXED,Leak with two elements whose ID matches an <svg:use xlink:href>
Core,474421,normal,FIXED,Qt Widget no longer compiles after bug fix for 448830
Core,474281,normal,FIXED,accessible name of html table cells is incorrectly including descendants
Core,468034,normal,FIXED,make automated tests for name calculation rules
Core,474336,normal,FIXED,Changing max on progressmeter doesn't update display
Core,464091,normal,FIXED,Modify windows widget to work for windows ce
Core,470971,normal,FIXED,add ability to pass GRE dir to xpcshell
Core,468700,major,FIXED,"Having ""Ask me Everytime"" enabled for Cookies during Private Browsing is unusable"
Core,474365,major,FIXED,OS/2 breaks: follow-up to Bug 461047 - Replace nsStringArray with nsTArray<nsString>
Core,473899,normal,FIXED,"""ASSERTION: must have binding parent when in native anonymous subtree"""
Core,472622,normal,FIXED,prmjtime.cpp failed to compile on SunOS 5.*
Core,471877,normal,FIXED,Cleanup GTK includes
Core,470071,normal,FIXED,Cross compiling x86-64 -> x86 broken
Core,470310,critical,FIXED,TM: JS_GET_SCRIPT_OBJECT assertion failure in record_JSOP_ENTERBLOCK
Core,460738,normal,FIXED,<video> seems to download/stream from net even if the page has been left through e.g. a link
Core,462082,normal,FIXED,Update libtheora to 1.0 release version
Core,464954,normal,FIXED,cross-site XHR doesn't handle redirects correctly
Core,456028,normal,FIXED,Need x86-64 Optimization for module/lcms
Core,469558,normal,FIXED,#NAME?
Core,459617,normal,FIXED,color management reftest failing in Ubuntu
Core,466410,normal,FIXED,videoWidth and videoHeight should be valid when loadedmetadata fires
Core,466622,normal,FIXED,Replace nsCStringArray with nsTArray<nsCString>
Core,474357,normal,FIXED,"SVG SMIL: Calls to setCurrentTime, beginElementAt etc. should update the DOM state immediately"
Core,474472,normal,FIXED,Intermittent (?) reftest failures on Linux
Core,474740,normal,FIXED,"SVG SMIL: dur=""media"" is incorrectly reported as a parsing error"
Core,474201,normal,FIXED,background-color not reset when visiting new page
Core,473236,normal,FIXED,Remove executable bit from files that don't need it
Core,462802,normal,FIXED,Highly suspect origin code in nsCrossSiteListenerProxy.cpp
Core,474266,normal,FIXED,DOM Inspector does not work. Could not convert JavaScript argument (NS_ERROR_XPC_BAD_CONVERT_JS)
Core,472165,normal,FIXED,WinMobile Build Requires Tools In PATH Variable
Core,458158,critical,FIXED,Crash when passing null argument to open method of zip-reader
Core,428013,critical,FIXED,crash [@ nsPrintEngine::DocumentReadyForPrinting() ] when page is drag&drop to Print Preview window after printing
Core,470916,normal,FIXED,ASSERTION: root view manager's default background isn't opaque on print preview
Core,474349,normal,FIXED,[FIX]Should replace mOSHE when starting a wyciwyg load no matter what
Core,472332,normal,FIXED,Remove unused files from build/autoconf
Core,472654,normal,FIXED,kill libart remains from configure
Core,474393,normal,FIXED,nsChannelToPipeListener passes incorrect values to UpdateBytesDownloaded
Core,472674,normal,FIXED,Greasemonkey does not work.Error: Could not convert JavaScript argument = NS_ERROR_XPC_BAD_CONVERT_JS
Core,471631,normal,FIXED,Filter not invalidated on color-interpolation-filters change
Core,473273,normal,FIXED,non-immediate DOM changes to filters don't work
Core,473861,normal,FIXED,Workers: Using functions (rather than attributes) for message/error handlers doesn't work
Core,472383,normal,FIXED,Workers: JS/C++/JS/C++ recursion not properly guarded
Core,472792,normal,FIXED,Fix for bug 470720 can be circumvented
Core,474769,normal,FIXED,TM: wrong number with nested type-unstable loops
Core,474503,normal,FIXED,OS/2 breaks again with enable-test in modules/plugin
Core,474135,normal,FIXED,handling of 'none' values inside 'list-style' shorthand is broken
Core,474184,normal,FIXED,getComputedStyle for 'outline-width' doesn't compute keywords to pixels
Core,474675,normal,FIXED,remove unused method nsStyleContext::Equals
Core,474712,normal,FIXED,nsROCSSPrimitiveValue should store idents as nsCSSKeyword rather than nsIAtom
Core,470187,critical,FIXED,"""Assertion failure: entry->kpc == (jsbytecode*) atoms[index]"" with valueOf, regexp"
Core,462908,normal,FIXED,Implement Freetype font backend for windows ce
Core,474757,normal,FIXED,Several build failures on Solaris build for js/src
Core,470356,normal,FIXED,Cookie dialogs pop with center=screen instead of center=owner
Core,474758,blocker,FIXED,FcFontSetSort() crashes on Solaris
Core,453955,critical,FIXED,"""Assertion failure: sprop->setter != js_watch_set || pobj != obj, at jsdbgapi.c"""
Core,472812,normal,FIXED,Remove /mozilla/widget/src/windows/aimm.h
Core,474973,normal,FIXED,CONFIG_GUESS is not defined anymore.
Core,474893,normal,FIXED,"When tabbing, HTML <select> lists should fire a focus event on the selected child"
Core,474938,critical,FIXED,crashes [@ nsCSSFrameConstructor::FindInputData]
Core,433858,critical,FIXED,Thunderbird crashes after selecting any of the OpenPGP menu items provided by Enigmail extension.
Core,464676,normal,FIXED,Cycle collector sometimes unlinks live cycles
Core,401300,minor,FIXED,jsapi.h now depends on unpublished header jsutil.h
Core,463561,normal,FIXED,mkdepend crashes while compiling freetype
Core,475027,minor,FIXED,cross-compiling to mingw broken
Core,474160,major,FIXED,[regression] mozilla UI is no longer ISO8601-compatible
Core,468393,normal,FIXED,Crash if page puts up an alert while trying to save it
Core,468782,normal,FIXED,TM: js_FastValueToIterator and js_FastCallIteratorNext can reenter
Core,464848,normal,FIXED,simple cross-site XHR POST goes off deep end
Core,473880,normal,FIXED,TM: Add a way to keep stack values alive without emitting guard code
Core,472180,normal,FIXED,TM: Binary search yields poor performance for fragment lookup and LirNameMap
Core,462428,normal,FIXED,Regression preventing Minefield from working with Hotmail upgrade
Core,474935,critical,FIXED,"TM: ""Assertion failure: !ti->typeMap.matches(ti_other->typeMap)"" with global, large array"
Core,469234,critical,FIXED,"""Assertion failure: !JS_ON_TRACE(cx)"" with proto, defineSetter"
Core,473485,normal,FIXED,"snarf is no longer built by default in js.cpp, among other reverted changes"
Core,451837,normal,FIXED,horizontal space for tab characters in <pre> sections not respected by <table> sizing
Core,465808,normal,FIXED,crashes [@ js_GetLocalNameArray] inside decompilation triggered by JSD
Core,474016,normal,FIXED,CSS Transform Mochitests Leak Badly on Windows
Core,473765,normal,FIXED,Intermittent test failure in tests for bug 469985
Core,474984,normal,FIXED,Move name calculation for GridCell element to new namerules infrastructure.
Core,467146,normal,FIXED,font-size text attribute should be exposed in pt units
Core,445886,normal,FIXED,Tests for Unicode security considerations
Core,474937,normal,FIXED,Playing Theora videos using video element causes crashes on non-SSE enabled machines
Core,474866,blocker,FIXED,Plugins not instantiated upon second visit to page on Linux
Core,461844,normal,FIXED,windows mobile minor cleanup of media
Core,475116,normal,FIXED,dynamic entries dropped from the application cache spec
Core,443483,normal,FIXED,Closed windows need two cycle collections to be collected
Core,470574,normal,FIXED,Warnings in nsCaret.cpp
Core,473161,major,FIXED,Bug 373701 regressed on trunk and 1.9.1
Core,466586,major,FIXED,eBay preview image occasionally disappears after briefly appearing
Core,458838,normal,FIXED,Fall off the trace when nested function accesses var of outer function
Core,475291,critical,FIXED,"""Assertion failure: ATOM_IS_STRING(atom)"" with DOM __lookupSetter__"
Core,475185,critical,FIXED,Crash [@ js_ValueToString] calling DOM setter function directly with no arguments
Core,451004,normal,FIXED,New video/audio tags don't trigger content policies
Core,473688,normal,FIXED,"TM: provide a 2-level hash map (global, pc) -> tree"
Core,461555,critical,FIXED,"Merck.com renders, then loads a blank page and appears to never finish loading"
Core,462188,normal,FIXED,Using Command-Delete to delete words in Firefox on vBulletin rich textareas no longer works at some point after 3.1b1
Core,475298,normal,FIXED,mochitests for accessible relations
Core,475593,normal,FIXED,"TM: Assertion failed: ""Should not move data from GPR/XMM to x87 FPU"": false (../nanojit/Nativei386.cpp:1851) (js_BooleanOrUndefinedToNumber emitted twice)"
Core,465784,normal,FIXED,JIT crashes JSSpeccy ZX Spectrum emulator
Core,472533,critical,FIXED,TM: Crash [@ ArgToRootedString]
Core,473282,critical,FIXED,TM: Crash [@ JS_CallTracer]
Core,469044,normal,FIXED,TM: Support code with type-unstable globals
Core,475078,normal,FIXED,"Saving as ""Web page, complete"" on page with 2+ external resources causes hang in nsWebBrowserPersist::CalculateUniqueFilename"
Core,475480,normal,FIXED,Fix speculative parsing warnings
Core,460913,normal,FIXED,Installer shouldn't copy xulrunner files into Firefox install directory
Core,475419,normal,FIXED,Possible for a user font to not be applied due to timing issues
Core,452217,normal,FIXED,nsLocalFileWin::OpenFile propagates inconsistent Windows error codes
Core,475197,normal,FIXED,#NAME?
Core,460023,normal,FIXED,incomplete glyphs in mathml torture test page
Core,454098,normal,FIXED,U+0654 causes the word to be rendered above its position
Core,475092,normal,FIXED,drag image for text with vertically-offset glyphs is garbled
Core,472782,critical,FIXED,Crash due to too much recursion involving <svg:textPath>
Core,475064,normal,FIXED,"Solaris sh doesn't support ""! test""; use ""test !"" instead"
Core,474737,normal,FIXED,Windows ce tools refactor
Core,464180,normal,FIXED,link error when building nsWaveDecoder on wince
Core,466725,normal,FIXED,don't hard code windows ce toolpaths
Core,474771,normal,FIXED,"TM: JS execution halts in this testcase with gczeal, prototype mangling, for..in"
Core,475469,critical,FIXED,"Crash [@ FramePCOffset] with TRACEMONKEY=verbose, array.map, regexp"
Core,475645,critical,FIXED,Crash on http://www.xiugu.com/ in nanojit::LIns::isop
Core,465567,normal,FIXED,"JIT: weirdness with var, let, multiple assignments"
Core,474236,normal,FIXED,xpcshell/js shell don't wait for complete input
Core,474888,normal,FIXED,TM: Incorrect use of the global object's identity
Core,471716,trivial,FIXED,jsobj.cpp DEBUG / js_DumpObject crash on JSFunction with null proto
Core,475146,normal,FIXED,Wrong gczeal check in RefillDoubleFreeList
Core,474996,normal,FIXED,JS_REQUIRES_STACK violation: TraceRecorder::hasIteratorMethod
Core,467499,normal,FIXED,crash using array.splice on an array with some non-set elements
Core,475426,trivial,FIXED,GetPDA method in src/shell/js.cpp returns n copies of the first entry
Core,475449,normal,FIXED,JS shell gets stuck at eof
Core,469707,normal,FIXED,playing an audio sample and then navigating away from the page does not stop the media
Core,464394,normal,FIXED,Define MOZ_GFX_OPTIMIZE_MOBILE on WINCE
Core,467371,normal,FIXED,VERIFY in nsToolKit::Startup should check GetLastError() for ERROR_CLASS_ALREADY_EXISTS
Core,473662,normal,FIXED,disable tap-and-hold on windows mobile
Core,474825,normal,FIXED,honor mozilla.widget.disable-native-theme preference
Core,461250,normal,FIXED,"""ASSERTION: Could not find EV root in NSS storage"""
Core,425844,normal,FIXED,[10.5] Menu items grayed out when Print | Save as PDF is selected
Core,463073,normal,FIXED,Deliver NSPR_4_7_3_BETA1 to Mozilla trunk
Core,475912,major,FIXED,nsITokenDialogs interface changed withou changing uuid
Core,475913,major,FIXED,nsIXULWindow interface changed withou changing uuid
Core,475915,major,FIXED,nsPIWindowWatcher interface changed without changing uuid
Core,466314,critical,FIXED,updatingImplicit.html (used by test_offlineMode.html and test_updatingManifest.html) crashes SeaMonkey
Core,414540,normal,FIXED,stealing RDF via http redirects
Core,470864,critical,FIXED,Crash [@nsObjCExceptionLogAbort] opening PDF file.
Core,472353,normal,FIXED,"Zooming in print-preview grows & moves scrollbars, doesn't repaint, and causes graphical corruption"
Core,475136,critical,FIXED,Crash [@ nsCSSStyleSheet::GetOwnerNode] after GC
Core,468578,critical,FIXED,"Crash [@ DeletingFrameSubtree] with -moz-column, pre-line, <legend>"
Core,467881,critical,FIXED,"Crash [@ IsBindingAncestor] with frameset, iframe, {ib}"
Core,457537,normal,FIXED,"""ASSERTION: killing mutation events"" with <isindex>, DOMAttrModified"
Core,386310,normal,FIXED,attaching anonymous element to HTML via XBL prevents display of elements attached via javascript
Core,468546,normal,FIXED,"Duplicated character with XBL, float, word-spacing"
Core,475474,normal,FIXED,"TM: maintain globalSlots per global, not just one per JIT instance"
Core,374719,normal,FIXED,grid layout problems in XBL
Core,475268,normal,FIXED,XML rendering CSS changes background color but leaves text color as default
Core,475128,normal,FIXED,GC old rule trees rather than deleting them
Core,467672,normal,FIXED,need additional bidi.numerals setting for Persian (eastern Arabic-Indic) numerals
Core,475877,normal,FIXED,Prevent unnecessary box-shadow repaints by implementing nsDisplayBoxShadow::OptimizeVisibility
Core,475723,normal,FIXED,-moz-box-shadow does not work properly on <object>
Core,475548,major,FIXED,ftp page flashes black on refresh
Core,475193,normal,FIXED,"""ASSERTION: SVG frame expected"" with marker property in HTML"
Core,475023,normal,FIXED,Compiling with DEBUG_CC is broken
Core,474954,normal,FIXED,Remove nsISVGValue_id from nsQueryFrame and remove its use from nsSVGPatternElement
Core,474868,normal,FIXED,Implement display of .indeterminate property on Mac
Core,474700,normal,FIXED,"""ASSERTION: Invalid (negative) scale factor"" with <svg:filter>, widths and heights"
Core,469698,major,FIXED,Wave audio playback is scrambled on PPC Mac
Core,464007,critical,FIXED,crash [@ oggplay_buffer_set_last_data]
Core,452698,major,FIXED,PPC Mac hangs when I test a Theora video
Core,476029,normal,FIXED,Build break in wrap_XPCOM
Core,474366,major,FIXED,OS/2 build break due to bug470914
Core,475532,normal,FIXED,"ASSERTION: nsXPInstallManager not thread-safe: '_mOwningThread.GetThread() == PR_GetCurrentThread()', file /Users/dave/mozilla/source/trunk/mozilla/xpinstall/src/nsXPInstallManager.cpp"
Core,462788,normal,FIXED,Bug 462392 testcase causes rule trees to leak
Core,455353,normal,FIXED,Code added to imagelib for bug 355555 is broken
Core,445873,normal,FIXED,Components.utils.Sandbox doesn't set JS version
Core,468877,normal,FIXED,Expose the private browsing mode's current status and transitions through NPAPI
Core,474704,normal,FIXED,Leak nsCrossSiteListenerProxy and nsFontFaceLoader (loading 472237-1.html over file:)
Core,476097,normal,FIXED,"""ASSERTION: killing mutation events"" with <input type=""file"">"
Core,471166,normal,FIXED,Don't let EndUpdate run script while there are scriptblockers
Core,468211,normal,FIXED,"Crash [@ nsCSSFrameConstructor::AdjustParentFrame] with DOMAttrModified, binding and focusing"
Core,472668,critical,FIXED,"Crash [@ nsFrame::GetBoxAscent] with binding, observes and DOMAttrModified"
Core,399030,normal,FIXED,Draw dropdowns with NSPopupButtonCell
Core,475821,normal,FIXED,TM: Detect OOM condition in assembler and flush case and don't enter endAssembly when OOM
Core,475761,normal,FIXED,TM: js_Any_GetProp and friends can reenter
Core,475834,normal,FIXED,/**/ comments with newlines in them do not act as line breaks
Core,475916,normal,FIXED,crash when click on upper right hand corner search box of facebook
Core,476128,normal,FIXED,Add debug hook to the threaded interpreter to trace instruction stream
Core,476177,normal,FIXED,TM: cx->stackPool must not be accessed on trace
Core,469830,normal,FIXED,need Windows drawing code for test plugin
Core,465651,critical,FIXED,Crash [@ nsFrameList::InsertFrame] with -moz-column and lots of floats
Core,476253,normal,FIXED,Dynamically pick next polling time for IdleService (instead of polling every 5 sec)
Core,476254,normal,FIXED,Send a notification once a day when the user goes idle for some time
Core,350597,normal,FIXED,[RTL] XML preview header
Core,472311,normal,FIXED,JS and ARIA alert dialogs -- what role and events to use?
Core,457189,blocker,FIXED,infinite loop in chunk_alloc_mmap() on Solaris 10
Core,475393,normal,FIXED,Standalone Spidermonkey should build on Solaris with GCC
Core,474116,normal,FIXED,Clean up deprecated GTK symbols
Core,465158,major,FIXED,Minefield Nightly fails to initiate dial-up login when using internet connection sharing
Core,460335,normal,FIXED,disallow redirects when fetching from an application cache
Core,357593,normal,FIXED,PSM cannot display givenName and surname in DNs
Core,473768,normal,FIXED,"""Open location"" function needed for embedding/win32 test app"
Core,473380,normal,FIXED,Cleaning up for embedding/win32 and gtk/test apps
Core,476181,critical,FIXED,"imacros.c.out out of date? seems so, needs investigation; also Makefile.in bustage"
Core,474211,major,FIXED,XMLHttpRequest binary data download problem
Core,475299,normal,FIXED,Windows media player content does not play or appear on lcn.canoe.ca
Core,474537,normal,FIXED,Understand the speculative parsing crash
Core,374111,normal,FIXED,DeCOMtaminate SVG viewBox
Core,472258,normal,FIXED,Reinitializing one-shot timers by resetting delay (->SetDelay) doesn't work anymore - fix callers
Core,474732,normal,FIXED,Rerunning configure causes the world to be rebuilt
Core,476295,trivial,FIXED,Bug 284320 created an unused variable (aPresContext) in layout/generic/nsFrameFrame.cpp
Core,444970,normal,FIXED,"""ASSERTION: no presShell"" setting attribute on SVG element created with DOMParser"
Core,476087,normal,FIXED,"""ASSERTION: Someone screwed up the indexing"" with execCommand(""indent"") on td"
Core,476063,normal,FIXED,should construct <legend>s by display when they're not in a fieldset
Core,475897,major,FIXED,imgIContainer.idl changed without changing uuid
Core,475901,major,FIXED,nsIAccessibleValue interface changed without change uuid
Core,476517,normal,FIXED,"Cannot access 'scalar', that is shader variables of type bool using canvas3d extension."
Core,476470,normal,FIXED,crash occurs if using a solid color texture in the canvas3D extension.
Core,476257,critical,FIXED,TM: Crash [@ 0x00151f77]
Core,476414,normal,FIXED,TM: JSVAL_ERROR_COOKIE leaks into the heap
Core,476427,critical,FIXED,"TM: ""Assertion failure: v != JSVAL_ERROR_COOKIE, at ../jstracer.cpp"""
Core,464639,critical,FIXED,"TM: ""Assertion failure: globalFrameSize == STOBJ_NSLOTS(globalObj)"" with lots of globals, __proto__ mangling"
Core,413085,critical,FIXED,"""ASSERTION: SetMayHaveFrame failed"" and crash [@ nsCSSFrameConstructor::CreateFloatingLetterFrame] with Arabic, first-letter"
Core,476724,normal,FIXED,[FIX]gfxAtsuiFonts needs to recompute mUnderlineOffset after rebuilding font set
Core,470578,normal,FIXED,corrupt cookies.sqlite prevents db opening
Core,474517,normal,FIXED,Add option for trace-test.js to skip slow test
Core,476786,normal,FIXED,TM: crash with verbose in debug mode
Core,475144,critical,FIXED,"""Assertion failure: !JS_ON_TRACE(cx), at ../jsobj.cpp"" with eval, defineGetter, some"
Core,476676,normal,FIXED,--enable-static builds (via comm-central) broken on trunk due to xpcshell requiring libxul
Core,476510,normal,FIXED,offsetLeft counts html border-left double
Core,476666,normal,FIXED,"TM: Crash reading near 0 @Detecting, regression due to bug 476238"
Core,476049,critical,FIXED,JSOP_DEFVAR enables gvar optimization for non-permanent properties
Core,476345,normal,FIXED,The memory allocator in nsCSSValue::Array is not alignement safe
Core,476372,normal,FIXED,"lots of ""ASSERTION: We placed a float where there was no room"" running content/base/test mochitests"
Core,363247,normal,FIXED,absolutely positioned table does not reflow properly after stylesheet change
Core,476598,normal,FIXED,rename inherited/aInherited in nsRuleNode
Core,475396,critical,FIXED,crash when try to use the javascript calendar near the field : js_ValueToString
Core,462027,normal,FIXED,Bail off trace when reentering interpreter
Core,462042,normal,FIXED,TM: Allow GC with traced machine code on stack
Core,476760,normal,FIXED,TM: Assertion failed: cx->bailExit on cnn.com
Core,476349,normal,FIXED,Crash [@ imgLoader::RemoveFromCache] going back from hackademix clickjacking demo
Core,450274,normal,FIXED,TM: js1_5/extensions/regress-164697.js FAIL
Core,450322,major,FIXED,Broken windows animation in Vista Aero with 3.1 Alpha and nightly
Core,476406,normal,FIXED,"[SeaMonkey] New Chrome test_privatemode.xul fails: ""... Components.classes['@mozilla.org/privatebrowsing;1'] is undefined ..."""
Core,463320,normal,FIXED,TM: Check for error return from Array_p_push1/pop on trace
Core,476209,normal,FIXED,refactor test_nsIAccessibleDocument.html
Core,472662,normal,FIXED,no reorder event when html:link display property is changed from 'none' to 'inline'
Core,455654,major,FIXED,Firefox does not start playback of an ogg/vorbis audio stream.
Core,445087,trivial,FIXED,FF3 cuts off the end of the last letter of a link
Core,452345,normal,FIXED,"nsCSSFrameConstructor ""initial containing block"" is misnamed"
Core,474669,normal,FIXED,Improve svg invalidation reftests
Core,474878,normal,FIXED,Implement display of .indeterminate property on Windows
Core,476308,normal,FIXED,"""Download jQuery"" button is clickable from the left side of the screen to the button"
Core,476378,normal,FIXED,Soft hyphens rendered incorrectly
Core,476805,normal,FIXED,Firefox and Thunderbird Lk Increase of about 15/8kB following bug 474116
Core,476796,normal,FIXED,Refactor test_nsIAccessibleImage
Core,474456,critical,FIXED,Mozilla Firefox XUL Linked Clones Double Free Vulnerability (ZDI-CAN-423)
Core,476823,normal,FIXED,nsFileSystemDataSource doesn't implement nsISupports
Core,476134,normal,FIXED,[OS/2] Fix plugin code to allow building with GCC 4.3.x
Core,345791,normal,FIXED,nsPIDOMWindow::GetObjectProperty() is unused.
Core,477077,critical,FIXED,Flash links on Akamai.com don't respond to hover/mouse clicks
Core,474494,normal,FIXED,Reftests 214077-1a.html and 214077-1b.html fail on some Linux machines
Core,465874,normal,FIXED,WinCE Environment Variables Have To Be Passed On Command Line
Core,472769,normal,FIXED,Painting bug with select drop down menu when hovering over options
Core,474208,normal,FIXED,Artifacts when opening/closing the folder dropdown of the edit bookmarks panel
Core,475986,normal,FIXED,"""text-align: start"" doesn't work on <th>"
Core,456813,normal,FIXED,WinCE Shunt Needs Localization Setting
Core,474531,normal,FIXED,WinCE mozce_shunt.dll copying produces corrupt DLL
Core,476346,normal,FIXED,RTL Tree lines are rendered incorrectly
Core,471897,normal,FIXED,TM: Revert String.prototype.match hacks from bug 453564
Core,431902,normal,FIXED,Loading this site causes text highlight to move the Firefox window
Core,475214,minor,FIXED,"CSS serialization uses ""-x-system-font"""
Core,409870,normal,FIXED,images invalidate incorrect area when replacing loading-image icon
Core,476466,normal,FIXED,jsstack.js static analysis error in js_GC
Core,474886,normal,FIXED,Not redrawing the background when changing page on flickr
Core,472950,normal,FIXED,"""ASSERTION: child list is not empty for initial reflow"" with :first-letter, rtl, pre"
Core,455364,normal,FIXED,border-image artifacts
Core,476771,normal,FIXED,"Various events should be asynchronous, and cancelled at the right times"
Core,471722,normal,FIXED,Plaintext editor redo handling code looks for incorrect type of bogus node
Core,469397,major,FIXED,(0.5).toFixed(0) === 0
Core,471548,minor,FIXED,Add link in readme to moz-central
Core,467900,normal,FIXED,nsScriptSecurityManager not thread-safe called by IsCallerChrome
Core,429123,normal,FIXED,Assertion failure: (cx)->requestDepth || (cx)->thread == (cx)->runtime->gcThread in JS_GetReservedSlot
Core,435525,normal,FIXED,"Setting viewBox="""" on a referenced SVG document from script does not cause an update"
Core,476489,normal,FIXED,Remove unused virtual methods from nsSVGFilterElement
Core,324253,major,FIXED,Do something about the XSS issues -moz-binding introduces
Core,379080,normal,FIXED,nsStyleCoord and nsStyleSides ToString and AppendToString should be DEBUG-only
Core,469923,normal,FIXED,Support X-Content-Duration header
Core,476731,normal,FIXED,Media element should fire error event when src is a 404
Core,466332,normal,FIXED,window:activate event missing for the Firefox Preferences dialog effective the 11 Oct build
Core,476448,normal,FIXED,-KPIC is obsolete in Sun Studio 12 SPARC
Core,475075,normal,FIXED,remove dead table debug code
Core,477498,normal,FIXED,Crash [@ TextRunWordCache::MakeTextRun]
Core,475971,normal,FIXED,js_CheckRedeclaration does not always unlock object on failures
Core,454990,normal,FIXED,Firefox 3/win32 file uploads (HTTP POST) are very slow compared to other browsers
Core,476919,normal,FIXED,nsLocalFileOSX::IsSymlink is broken
Core,476409,normal,FIXED,clean up nsPluginHostImpl
Core,469831,normal,FIXED,need gtk2 drawing code for test plugin
Core,430569,critical,FIXED,"Crash [@ nsPropertyTable::PropertyList::Equals] with -moz-column, position:fixed"
Core,477671,normal,FIXED,Minimizing browser window maximizes it
Core,461863,normal,FIXED,Some objects are not displayed at all in the SVG
Core,477332,normal,FIXED,crashes [@ js_RecordLoopEdge]
Core,476357,minor,FIXED,The zooming function on the page makes the text overlap
Core,477522,normal,FIXED,remove nsStyleContext::DumpRegressionData and code it uses
Core,476738,normal,FIXED,Implement the 'inset' shadows part of the CSS3 box-shadow spec
Core,469933,normal,FIXED,Default window size is much bigger than its content if the display resolution is high
Core,459666,normal,FIXED,"""ASSERTION: GetPrimaryFrameFor() called while frames are being destroyed!"" with"
Core,474408,normal,FIXED,"Remove role=""description"""
Core,477606,normal,FIXED,select@size should be exposed as listbox
Core,477667,normal,FIXED,manifest attribute not handled in xhtml
Core,477692,normal,FIXED,"applicationCache sending ""obsolete"" on new cache groups"
Core,477666,normal,FIXED,appcache namespaces broken after an update
Core,345780,normal,FIXED,Support multiple targets for same relation
Core,477037,normal,FIXED,"SVG ""svgobj.item(0).setAttribute(""viewBox"",newviewBox);"""
Core,444027,critical,FIXED,Crash with iExploder test 40129979 [@ BuildTextRunsScanner::FindBoundaries]
Core,474020,major,FIXED,OS/2 not recognized as a valid nanojit_arch (after bug463172)
Core,476800,normal,FIXED,Kill variadic macro warnings in js/src
Core,475621,normal,FIXED,"when saving an iframe whose source is an image, image is not saved."
Core,477333,normal,FIXED,"""ASSERTION: out of bounds"" with contentEditable, table, overflow:scroll"
Core,477586,normal,FIXED,We should be able to disable NativeColors using in xpwidgets
Core,477128,normal,FIXED,"XPCNativeWrapper(""foo"") shouldn't throw"
Core,477708,normal,FIXED,expose nsIRegion::getrects() to scripts
Core,477735,normal,FIXED,XPCOMUtils.generateQI should handle nulls in argument array
Core,477294,normal,FIXED,"""ASSERTION: bits don't correspond to style change reason"" with MathML"
Core,477918,critical,FIXED,Crash running mochichrome tests
Core,476504,major,FIXED,Portions of pages not rendering
Core,467495,critical,FIXED,Crash [@ js_Interpret]
Core,474501,normal,FIXED,JSON literals shouldn't have prototype setters run during compilation
Core,477053,critical,FIXED,"""Assertion failure: JSVAL_IS_STRING(v), at ../jsapi.h"""
Core,473075,normal,FIXED,TM: HasProperty can still call into native resolve hooks
Core,477048,critical,FIXED,"""Assertion failure: cg->stackDepth == loopDepth, at ../jsemit.cpp"""
Core,476869,critical,FIXED,"TM: ""Assertion failure: v != JSVAL_ERROR_COOKIE, at ../jstracer.cpp"" with gczeal, proto, iterator"
Core,474340,normal,FIXED,Change aria-grab to aria-grabbed
Core,477572,normal,FIXED,Properly support indeterminate checkboxes with the right a11y notifications
Core,476811,normal,FIXED,"A ""waiting"" event isn't fired when playback freezes for lack of data"
